2016-04-01 13:28:26   24526012  Brick-breaking Wushu Kungfu - HKWSJ - SML.mp4
2016-01-08 13:37:47     106274  Tehran Conference 1973.jpg
2014-10-22 18:18:55     124238 '0'_A_thali,_meal_served_in_India.jpg
2015-04-09 12:00:47    8253330 '000.mp3
2015-04-09 12:00:59    8253330 '000001.mp3
2016-06-27 10:06:16     646526 -Fourth_of_July_Declaration_by_the_President.-_(4745788056).jpg
2015-06-08 16:11:55      62923 -Jenny_on_the_job_-_Gets_her_beauty_sleep-_-_NARA_-_514682.jpg
2016-06-24 16:17:31    1911961 -Trail_of_the_hide_hunters.-_Buffalo_lying_dead_in_snow,_1872_-_NARA_-_520094.jpg
2014-10-22 18:18:55      46084 -chocolate-fountain.JPG
2015-01-27 14:28:45      11212 -chocolate-fountain_crpd.JPG
2015-04-09 12:01:36    8253330 000.mp3
2014-10-22 18:18:56      45576 00003r.jpg
2015-01-27 14:28:45      11082 00003r_crpd.jpg
2015-03-20 12:05:34       1948 0000test.jpg
2015-03-20 12:11:05       1948 0000test001.jpg
2015-03-20 13:15:41       1948 0000test002.jpg
2015-03-20 13:17:23       1948 0000test003.jpg
2015-03-20 13:19:00       1948 0000test004.jpg
2015-03-20 13:19:55       1948 0000test005.jpg
2015-03-20 13:24:06       1948 0000test006.jpg
2015-03-20 13:24:18       1948 0000test007.jpg
2015-03-20 12:05:34       2263 0000thumb.jpg
2015-03-20 12:11:05       2263 0000thumb001.jpg
2015-03-20 12:11:05          0 0000thumb001_crpd.jpg
2015-03-20 13:17:23       2263 0000thumb002.jpg
2015-03-20 13:17:23       5415 0000thumb002_crpd.jpg
2015-03-20 13:19:00       2263 0000thumb003.jpg
2015-03-20 13:19:00       5415 0000thumb003_crpd.jpg
2015-03-20 13:24:18       2263 0000thumb004.jpg
2015-03-20 13:24:18       5415 0000thumb004_crpd.jpg
2015-03-20 12:05:34          0 0000thumb_crpd.jpg
2014-10-22 18:18:56    3726440 0001-Oh Susanna.mp3
2014-10-22 18:18:57     694583 0001i.jpg
2015-01-27 14:28:45      45557 0001i_crpd.jpg
2014-10-22 18:18:57     134999 0009.jpg
2015-01-27 14:28:46      26826 0009_crpd.jpg
2015-04-10 08:08:47    8253330 001.mp3
2014-10-22 18:18:58     526309 0012.jpg
2015-01-27 14:28:46      35422 0012_crpd.jpg
2014-10-22 18:18:58     502884 001dr.jpg
2015-01-27 14:28:46      54151 001dr_crpd.jpg
2016-01-25 14:18:02     543388 00282v.jpg
2016-03-18 14:49:54     368651 004polarisbigdipperpm.jpg
2016-03-18 14:49:53   10366609 004polarisbigdipperpm.mp4
2016-03-18 14:49:54      18753 004polarisbigdipperpm_crpd.jpg
2015-07-02 10:15:29    1672081 005005000500050505050505055050505050500550550505050505505505050.jpg
2014-10-22 18:18:59    1279568 009008.jpg
2015-01-27 14:28:46      51013 009008_crpd.jpg
2015-06-17 13:27:51     174441 01 The Ballad of Serenity (Main Theme).mp3
2015-06-17 13:31:20     174441 01 The Ballad of Serenity (Main Theme)001.mp3
2015-06-19 12:32:42     174441 01 The Ballad of Serenity (Main Theme)002.mp3
2015-06-19 12:55:07     174441 01 The Ballad of Serenity (Main Theme)003.mp3
2016-03-01 10:03:44    1765701 015145pu.jpg
2014-10-22 18:18:59     127979 01849r.jpg
2015-01-27 14:28:47      39647 01849r_crpd.jpg
2014-10-22 18:18:59      93354 018_Mormon_camp_at_Wyoming_1866.jpg
2015-01-27 14:28:47      37795 018_Mormon_camp_at_Wyoming_1866_crpd.jpg
2015-07-02 10:21:46    2816587 019019019019019019019.jpg
2014-10-22 18:19:00    1040237 01_Baron_von_Steuben_trains_Washingtons_troops.mp3
2014-10-22 18:19:00    1741837 01_Country_Lawyer.mp3
2014-10-22 18:19:01    1539481 01_Frederick_Douglass_Learns_to_Read.mp3
2014-10-22 18:19:02    1234170 01_George_and_surveying.mp3
2015-06-15 15:17:57    1234170 01_George_and_surveying001.mp3
2015-06-15 15:19:57    1234170 01_George_and_surveying002.mp3
2015-06-16 12:40:57    1234170 01_George_and_surveying003.mp3
2015-06-16 12:47:30    1234170 01_George_and_surveying004.mp3
2015-06-16 12:48:27    1234170 01_George_and_surveying005.mp3
2015-06-16 12:52:28    1234170 01_George_and_surveying006.mp3
2015-06-16 12:54:03    1234170 01_George_and_surveying007.mp3
2015-06-16 12:54:59    1234170 01_George_and_surveying008.mp3
2015-06-16 12:56:46    1234170 01_George_and_surveying009.mp3
2015-06-16 12:57:16    1234170 01_George_and_surveying010.mp3
2015-06-16 12:58:44    1234170 01_George_and_surveying011.mp3
2015-06-16 12:59:14    1234170 01_George_and_surveying012.mp3
2015-06-16 13:13:41    1234170 01_George_and_surveying013.mp3
2015-06-16 13:14:18    1234170 01_George_and_surveying014.mp3
2015-06-16 13:15:07    1234170 01_George_and_surveying015.mp3
2015-06-16 13:18:35    1234170 01_George_and_surveying016.mp3
2015-06-16 13:20:10    1234170 01_George_and_surveying017.mp3
2015-06-16 13:21:30    1234170 01_George_and_surveying018.mp3
2015-06-16 13:32:22    1234170 01_George_and_surveying019.mp3
2015-06-16 14:05:07    1234170 01_George_and_surveying020.mp3
2015-06-16 14:08:21    1234170 01_George_and_surveying021.mp3
2015-06-17 14:04:22    1234170 01_George_and_surveying022.mp3
2015-06-17 14:06:30    1234170 01_George_and_surveying023.mp3
2015-06-17 14:12:12    1234170 01_George_and_surveying024.mp3
2015-06-17 14:12:48    1234170 01_George_and_surveying025.mp3
2015-06-17 14:16:46    1234170 01_George_and_surveying026.mp3
2015-06-17 14:18:44    1234170 01_George_and_surveying027.mp3
2015-06-17 14:21:25    1234170 01_George_and_surveying028.mp3
2015-06-17 15:40:57    1234170 01_George_and_surveying029.mp3
2015-06-18 11:41:59    1234170 01_George_and_surveying030.mp3
2015-06-18 13:33:04    1234170 01_George_and_surveying031.mp3
2014-10-22 18:19:02    1329883 01_George_wants_to_be_a_sailor.mp3
2014-10-22 18:19:03    1141718 01_Governor_Hutchinson_Writes_England.mp3
2014-10-22 18:19:03    1458531 01_Plan_For_Bunker_Hill.mp3
2014-10-22 18:19:04    1275548 01_Samuels_gift_is_talking_to_people.mp3
2014-10-22 18:19:05    1758563 01_The_Wright_Brothers_39_Desire_To_Fly.mp3
2014-10-22 18:19:05     692387 01_Young_Daniel_tracked_an_Indian.mp3
2014-10-22 18:19:06    1750350 02 Learns how to deal with sailors.mp3
2016-03-14 15:28:51      55597 022srUSGSCyprusVia.jpg
2015-07-02 10:04:04     784249 023023023023023023023023023023.jpg
2014-10-22 18:19:07     110785 02426v.jpg
2015-01-27 14:28:47      12295 02426v_crpd.jpg
2014-10-22 18:19:07      40960 02619r.jpg
2014-10-22 18:19:07     481034 02918r.jpg
2015-01-27 14:28:47      64494 02918r_crpd.jpg
2014-10-22 18:19:08    1151414 02_Either_one_nation_or_no_nation_at_all.mp3
2014-10-22 18:19:08    1458949 02_Jefferson_Meets_Patrick_Henry.mp3
2014-10-22 18:19:09    1134613 02_Plans_For_An_Embargo.mp3
2014-10-22 18:19:10    1747804 02_Politics_and_Military_Lincoln_wants_unity_doesn.mp3
2014-10-22 18:19:11    1519553 02_Strategy_Of_War.mp3
2014-10-22 18:19:11    1747762 02_Test_Flights_The_First_Flight_.mp3
2014-10-22 18:19:12    1413057 02_Young_Daniel_wants_to_be_a_woodsman.mp3
2016-08-11 11:02:10     198829 03-apr56-jun56_0004.jpg
2015-10-09 12:29:03    1083531 03_08_joan_and_king.jpg
2014-10-22 18:19:13    1306059 03_Adams_offers_Hancock_a_seat_in_the_house_of_reps.mp3
2014-10-22 18:19:13     855917 03_Boone_agrees_to_drive_wagons_for_army.mp3
2014-10-22 18:19:14    1434791 03_Boones_family_moves_to_carolinas.mp3
2014-10-22 18:19:15    1377948 03_Congress_cant_pay_army.mp3
2014-10-22 18:19:15    1470234 03_How_Are_The_Judges_Being_Paid__CC1_.mp3
2014-10-22 18:19:16    1565529 03_Patrick_Henry__An_Intelligent__Common_Man.mp3
2014-10-22 18:19:17    1645675 03_Slaves_Freed.mp3
2014-10-22 18:19:17    1444404 03_Supplies_funds_Round_world.mp3
2014-10-22 18:19:18    1583919 03_The_Battle_Begins_1.mp3
2014-10-22 18:19:18    1298453 03_The_Battle_Begins_2.mp3
2014-10-22 18:19:19    1054866 03_Vision_of_land_to_the_west.mp3
2014-10-22 18:19:20    1435627 03_swims_six_miles_to_Portugal.mp3
2014-10-22 18:19:20     276986 0414.jpg
2014-10-22 18:19:21     487554 04146_2003_002_A.jpg
2015-01-27 14:28:48      57026 04146_2003_002_A_crpd.jpg
2015-01-27 14:28:48      18661 0414_crpd.jpg
2016-06-11 12:17:12    1367798 04520u.jpg
2016-06-11 12:00:34    1250109 04521u.jpg
2016-06-11 12:11:15    1420653 04525u.jpg
2014-10-22 18:19:21     325309 04781v.jpg
2015-01-27 14:28:48      30261 04781v_crpd.jpg
2014-10-22 18:19:22    1418490 04_Adams_proposes_a_boycott.mp3
2014-10-22 18:19:22    1440977 04_Bar_Exam.mp3
2014-10-22 18:19:23    1577232 04_Boston_Port_Closed.mp3
2014-10-22 18:19:24    1563439 04_Committees_Of_Correspoondence__CC2_.mp3
2014-10-22 18:19:24    1465302 04_George_appeases_army.mp3
2014-10-22 18:19:25    1366245 04_Preparing_to_cross_the_Delaware.mp3
2014-10-22 18:19:26    1529584 04_Rebels_Capture_Fort_Ticonderoga.mp3
2014-10-22 18:19:26    1360394 04_Stamp_Tax.mp3
2014-10-22 18:19:27    1642433 04_Whites_Of_Their_Eyes.mp3
2014-10-22 18:19:28    1771092 04_Wounded_Soldiers_Soldier_39_s_Story_What_he_and_the_othe_soldiers_are_fighting_for.mp3
2014-10-22 18:19:28    1711814 04_Young_Charles_Lindbergh.mp3
2016-08-15 10:56:03     231463 05061v.jpg
2016-08-15 10:37:29     126041 05064v.jpg
2016-08-15 10:38:10     126041 05064v001.jpg
2014-10-22 18:19:29     127626 0545.gif
2015-01-27 14:28:48      36634 0545_crpd.gif
2017-01-09 11:32:46     424431 05_04_Broken Glass_AL_16th_street.jpg
2014-10-22 18:19:29   13845048 05_Congress_Approves_Writing_A_Declaration__Thomas_Jefferson_Nominated_to_Write_the_Declaration_.wav
2014-10-22 18:19:31    1352871 05_Congress_lack_of_power.mp3
2014-10-22 18:19:31    1017667 05_Daniel_doesnt_think_badly_of_the_Indians.mp3
2014-10-22 18:19:32    1422587 05_Flying_Lessons.mp3
2014-10-22 18:19:32    1555080 05_Governor_Hutchinson__s_Damaging_Letters.mp3
2014-10-22 18:19:33    1423924 05_Lafayette_declares_himself_an_American.mp3
2014-10-22 18:19:34    1423423 05_Other_Colonies_Help_Massachusetts.mp3
2014-10-22 18:19:34    1473160 05_Patrick_Henry_Starts_His_Practice.mp3
2014-10-22 18:19:35    1439305 05_Soldiers_Need_Discipline.mp3
2014-10-22 18:19:35     649445 05_Sons_of_Liberty_spreads_to_other_colonies.mp3
2014-10-22 18:19:36    1381138 05_The_Nomination_For_President_1_Lincoln_Wins_the.mp3
2014-10-22 18:19:37     896555 05_The_Nomination_For_President_South_Carolina_Suceeds.mp3
2014-10-22 18:19:37    1256575 05_Thomas_Jefferson_Nominated_to_Write_the_Declaration.mp3
2014-10-22 18:19:38    1513367 05_Trying_to_convince_queen_bring_Christianity.mp3
2016-01-14 11:42:33   24989943 06_01_002431.JPG
2014-10-22 18:19:38    1447329 06_Cooks_the_books.mp3
2014-10-22 18:19:39    1761481 06_Early_Struggles_As_President_Threatening_Pictur.mp3
2014-10-22 18:19:40    1361648 06_Georges_militia_army_supplies_no_battle_experience.mp3
2014-10-22 18:19:40    1475751 06_Men_want_to_go_back.mp3
2014-10-22 18:19:41    1444822 06_Proposal_for_Constitutional_Convention.mp3
2014-10-22 18:19:42    1742827 06_Quells_a_mutiny.mp3
2014-10-22 18:19:42    1442314 06_Shays_rebellion.mp3
2014-10-22 18:19:43    1439806 06_Stampmaster_resigns.mp3
2014-10-22 18:19:43    1512866 06_Talk_Of_Democracy.mp3
2014-10-22 18:19:44    1447329 06_Washingtons_men_suffer_at_Valley_Forge.mp3
2014-10-22 18:19:45     170447 07-0099a.gif
2015-01-27 14:28:49      59829 07-0099a_crpd.gif
2016-01-06 09:31:50    1621176 07Epidaurus_Theater07.jpg
2014-10-22 18:19:45    1526659 07_Ben_Franklin_Arrested_1.mp3
2014-10-22 18:19:46    1069829 07_Ben_Franklin_Arrested_2.mp3
2014-10-22 18:19:46    1202322 07_British_Army__s_Plans_Paul_Revere__s_Warning.mp3
2014-10-22 18:19:47     700018 07_Daniel_took_apart_wagons_as_a_kid.mp3
2014-10-22 18:19:47    1315768 07_Fort_Sumpter_Start_Of_Civil_War.mp3
2014-10-22 18:19:48     985067 07_Jefferson_and_Adams_talk_of_a_Bill_of_Rights.mp3
2014-10-22 18:19:49    1135532 07_Land_spotted.mp3
2014-10-22 18:19:49    1438051 07_Massachusetts_Delegates.mp3
2014-10-22 18:19:50     975036 07_Named_SanSalvadore.mp3
2014-10-22 18:19:51    1635746 07_New_York_To_Paris_Contest.mp3
2014-10-22 18:19:51    1447329 07_Old_and_New_Worlds_collide.mp3
2014-10-22 18:19:52    1440642 07_Stamp_tax_repealed.mp3
2014-10-22 18:19:53     751009 07_Talk_of_naming_Boonesborogh.mp3
2014-10-22 18:19:53      38762 08-72-1629-2-second-term-de-398h.jpg
2014-10-22 18:19:53      38762 08-72-1629-2-second-term-de-398h1.jpg
2015-01-27 14:28:49      21093 08-72-1629-2-second-term-de-398h_crpd.jpg
2014-10-22 18:19:54     402537 080216_3-14_graduation-1.jpg
2015-01-27 14:28:49      90895 080216_3-14_graduation-1_crpd.jpg
2014-10-22 18:19:54    3290229 0849.mp4
2016-03-17 10:46:23     287726 0854644e-0525-4ac2-9577-465343fb95eb.jpg
2014-10-22 18:19:55    1545968 08_Bar_the_doors_at_the_convention.mp3
2014-10-22 18:19:55    1432701 08_Benedict_Arnold_may_become_traitor.mp3
2014-10-22 18:19:56    1078272 08_Braddock_wants_to_fight_in_straight_lines.mp3
2014-10-22 18:19:57    1430946 08_Congress_Still_Divided.mp3
2014-10-22 18:19:57    1710488 08_George_Washington_Carver.mp3
2014-10-22 18:19:58    1264777 08_Habeas_Corpus_Suspended__Discussion_of_Fort_Sumter__call_for_volunteer_troups_.mp3
2014-10-22 18:19:59    1275465 08_Half_Priced_Tea.mp3
2014-10-22 18:19:59    1467653 08_Lee_Surrenders_To_Grant.mp3
2014-10-22 18:20:00    1124164 08_Patrick_Henry__s_If_This_Be_Tyranny.mp3
2014-10-22 18:20:01    1238768 08_Privateers_Sir_Frances_Drake.mp3
2014-10-22 18:20:01    1439305 08_Revolutionary_Troops_Organize.mp3
2014-10-22 18:20:02    1412974 08_Sam_Adams_and_Sam_Quincy_discuss_the_trial.mp3
2014-10-22 18:20:02    1545467 08_The_Famous_Lindbergh_Flight.mp3
2014-10-22 18:20:03     678798 08_The_Gettysburg_Address_Lincoln_Re_elected_.mp3
2014-10-22 18:20:04    1446494 08_Washington_agrees_to_go_to_convention.mp3
2014-10-22 18:20:04     552061 08_Washington_wrights_requesting_food.mp3
2014-10-22 18:20:05    1301379 08_Who_Will_Lead_The_Army_.mp3
2016-02-17 13:08:52     432578 09-02-06-UArkBand-A.jpg
2014-10-22 18:20:06   13362480 09_Arguments_For_And_Against_Indepence__John_Adams___Speech_In_Favor_of_Independence_.wav
2014-10-22 18:20:07   19326704 09_Arguments_For_And_Against_Indepence__The_Votes_Are_In__.wav
2014-10-22 18:20:08    1490672 09_Battle_At_Concord_Bridge.mp3
